Ano,Mes,Ano_Mes,Precios_Mensuales,Aportes_Energia_GWh,Volumen_Util_Diario_Energia_GWh,Demanda_Energia_SIN_GWh,CEN_Total,CEN_Hidro,CEN_Termica
2018,2,2018-02,140.0279761904762,2306.2289,8521.4754,5239.200237270001,16.795048,11.721628,4.9227
2018,3,2018-03,172.13298387096773,2970.1065,6821.0428,5790.24630054,16.775468,11.702048,4.9227
2018,4,2018-04,115.65886111111112,6895.7434,8167.5327,5607.304872570004,16.847168,11.773748,4.9227
2018,5,2018-05,74.69590053763442,10064.9551,11594.0628,5799.116371880001,16.558868,11.467748,4.9244
2018,6,2018-06,73.93359082222221,8207.9296,13518.2001,5696.940183990003,16.570868,11.467748,4.9244
2018,7,2018-07,79.88897687096774,7091.815,13969.9876,5918.246368999998,16.577208,11.467748,4.93074
2018,8,2018-08,95.03049547311828,5692.6639000000005,13628.412,6018.778367550002,16.908808,11.804348000000001,4.9355400000000005
2018,9,2018-09,101.43225115555555,4711.2958,13293.982100000001,5813.196283449997,17.191328,11.808868,5.21354
2018,10,2018-10,121.85860986021505,5816.1036,13781.3969,5933.695690909997,17.197928,11.809968,5.22054
2018,11,2018-11,104.11863222222222,5419.1897,13854.215,5819.25366366,17.206228,11.818268,5.22054
2018,12,2018-12,191.07289507526883,2956.1946,12160.7208,5871.09719344,17.312528,11.836568,5.30854
2019,1,2019-01,285.4241801075269,2176.1692,10185.8074,5832.426119879999,17.307528,11.831568,5.30854
2019,2,2019-02,303.4641220238095,2084.2105,8457.1316,5509.133775199998,17.319588,11.834568,5.3176
2019,3,2019-03,262.8287231182796,3153.1807,7337.2999,6021.882806440002,17.319588,11.834568,5.3176
2019,4,2019-04,189.79302777777778,5503.1074,7979.1635,5834.698413950001,17.319588,11.834568,5.3176
2019,5,2019-05,172.13263440860214,6993.8822,9762.7444,6104.070583459999,17.319588,11.834568,5.3176
NA,NA,2019-06,NA,NA,NA,NA,NA,NA,NA
NA,NA,2019-07,NA,NA,NA,NA,NA,NA,NA
NA,NA,2019-08,NA,NA,NA,NA,NA,NA,NA
NA,NA,2019-09,NA,NA,NA,NA,NA,NA,NA
NA,NA,2019-10,NA,NA,NA,NA,NA,NA,NA
NA,NA,2019-11,NA,NA,NA,NA,NA,NA,NA
NA,NA,2019-12,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-01,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-02,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-03,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-04,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-05,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-06,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-07,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-08,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-09,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-10,NA,NA,NA,NA,NA,NA,NA
