Fecha,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23
2004-02-15,74.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,75.73,75.73,75.73,75.73,75.73,75.73,75.73,75.72,74.53,71.53,76.02,76.02,76.02,76.02,75.73,74.53
2004-02-16,70.03,69.63,69.63,69.63,70.03,70.03,74.53,74.53,75.83,75.83,75.83,75.83,75.83,75.83,75.83,75.83,75.83,75.83,76.53,81.53,76.53,75.83,70.03,70.03
2004-02-17,69.62,69.62,69.62,69.62,69.62,73.53,73.53,73.53,73.53,73.53,73.53,76.52,73.53,73.53,73.53,73.53,73.53,73.53,76.53,82.53,81.53,73.53,73.53,69.63
2004-02-18,73.33,72.53,72.53,72.53,72.53,81.53,82.03,82.03,82.03,82.03,82.03,82.03,82.03,82.03,82.03,82.03,82.03,82.03,82.03,82.53,82.03,82.03,79.53,73.33
2004-02-19,73.53,73.53,73.53,73.53,73.53,75.53,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,87.29,82.23,82.23,76.52,74.53
2004-02-20,75.53,75.53,75.53,75.53,75.53,75.53,81.53,81.53,81.53,81.53,81.53,81.53,75.53,75.53,75.53,75.53,75.53,75.53,81.53,82.53,81.53,81.53,75.53,75.53
2004-02-21,75.03,75.03,75.03,75.03,75.03,75.03,75.53,75.53,77.53,77.53,77.53,77.53,77.53,77.53,75.53,75.53,75.53,75.53,77.53,77.53,77.53,77.53,75.53,75.03
2004-02-22,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.53,78.53,78.53,75.53,75.18,75.18
2004-02-23,74.98,74.98,74.98,74.98,74.98,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.53,76.52,75.53,75.38,75.38,74.98
2004-02-24,74.62,74.53,74.53,74.53,74.62,74.62,74.98,74.68,74.98,74.98,74.68,74.98,74.68,74.62,74.68,74.68,74.68,74.68,75.48,82.53,75.53,74.98,74.62,74.62
2004-02-25,73.53,72.53,72.53,72.53,74.53,74.54,74.54,74.54,74.54,74.54,75.08,75.53,75.08,74.54,75.08,75.53,75.08,74.54,75.53,76.52,75.53,74.54,74.54,74.53
2004-02-26,34.65,34.65,34.65,34.65,34.65,73.53,74.53,74.53,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.53,74.53,74.58,76.52,74.58,74.58,74.53,49.65
2004-02-27,69.53,69.53,69.53,69.53,69.53,74.03,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,78.53,78.53,77.53,77.53,74.03,69.53
2004-02-28,69.53,69.53,69.53,69.53,69.53,69.53,73.63,73.63,73.63,73.63,73.63,74.03,74.03,73.63,73.63,73.63,73.63,73.63,73.63,74.53,74.03,73.63,73.63,73.63
2004-02-29,69.53,49.53,34.65,34.65,34.65,34.65,34.65,69.53,69.53,74.53,74.53,75.82,75.82,74.53,69.53,69.53,69.53,69.53,77.53,79.53,79.53,77.53,69.53,69.53
2004-03-01,76.28,70.29,70.29,70.29,76.28,80.29,80.29,80.29,80.29,80.29,83.29,83.29,80.29,80.29,80.29,80.29,80.29,80.29,84.29,125.79,84.29,84.29,80.29,80.29
2004-03-02,70.29,70.29,70.29,70.29,74.78,80.29,83.29,83.29,83.79,83.79,84.29,84.29,83.29,80.29,83.29,83.29,83.29,83.29,84.29,95.16,84.29,84.29,80.29,77.29
2004-03-03,70.29,70.29,70.29,70.29,70.29,77.49,77.49,77.49,78.29,78.29,78.29,83.79,78.29,77.49,77.49,77.49,77.49,77.49,83.79,125.87,83.79,78.29,77.49,77.29
2004-03-04,71.29,71.29,71.29,71.29,71.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,88.29,88.29,79.29,77.29,71.29
2004-03-05,72.79,70.29,70.29,70.29,70.29,76.28,79.29,79.29,79.29,79.29,79.79,79.79,79.39,79.29,79.29,79.29,79.29,79.29,79.79,79.79,79.79,79.29,73.29,72.79
2004-03-06,74.79,74.79,74.79,74.79,74.79,74.79,74.79,75.28,77.39,80.29,80.29,80.29,80.29,77.39,75.29,75.28,74.79,75.29,80.29,80.29,80.29,80.29,75.29,74.79
2004-03-07,74.79,74.79,74.79,74.79,74.79,74.79,74.79,74.79,74.79,75.29,75.29,75.29,75.29,74.79,74.79,74.79,74.79,74.79,80.29,80.29,80.29,80.29,74.79,74.79
2004-03-08,73.29,73.29,73.29,73.29,73.29,75.28,75.39,75.39,75.39,75.39,75.39,75.39,75.39,75.39,75.39,75.39,75.39,75.39,75.39,90.42,89.29,75.39,75.39,74.29
2004-03-09,73.14,72.29,72.29,72.29,73.14,73.14,73.14,73.14,75.28,75.29,78.29,78.29,73.14,73.14,75.28,73.14,73.14,73.14,78.29,86.29,78.29,75.29,73.14,72.29
2004-03-10,68.29,68.29,68.29,68.29,68.29,72.19,72.29,72.29,72.29,72.29,78.29,78.29,72.29,72.29,72.29,72.29,72.29,72.29,78.29,84.29,84.29,83.29,72.29,71.74
2004-03-11,71.79,71.79,71.79,71.79,71.79,72.26,72.26,72.26,72.26,72.26,72.29,72.29,72.26,72.26,72.26,72.26,72.26,72.26,72.29,72.29,72.29,72.26,71.79,71.79
2004-03-12,68.29,68.29,68.29,68.29,68.29,71.69,71.69,71.79,71.79,71.79,72.34,72.34,72.34,71.79,72.34,72.34,71.79,71.79,72.34,72.34,72.34,72.34,71.79,71.69
2004-03-13,71.69,70.79,70.79,68.29,70.79,71.69,71.69,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,71.69,71.69,72.34,78.29,76.48,72.34,72.34,71.69
2004-03-14,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,68.19,71.69,71.69,71.69,71.69,71.69,68.19,68.19,68.19,68.19,71.69,83.29,73.29,73.29,71.69,68.19
2004-03-15,67.79,48.29,67.29,67.29,68.09,71.79,71.79,71.79,71.79,72.29,71.79,72.29,71.79,71.79,71.79,71.79,71.79,71.79,73.29,93.29,73.29,73.29,71.79,68.09
2004-03-16,63.29,63.29,63.29,63.29,63.29,68.29,68.29,68.29,68.29,68.29,68.29,68.29,68.29,68.29,68.29,68.29,68.29,68.29,71.29,73.29,72.29,71.29,68.29,68.09
2004-03-17,67.83,67.83,67.83,67.83,67.83,67.83,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.19,71.29,68.19,68.09,68.09,67.83
2004-03-18,61.29,61.29,61.29,61.29,61.29,63.29,65.29,65.29,68.09,68.09,68.09,68.09,68.09,68.19,68.19,68.09,68.09,68.09,71.29,85.29,71.29,68.19,65.29,63.29
2004-03-19,67.29,65.29,65.29,65.29,67.29,67.79,72.19,72.19,72.19,72.29,72.29,83.29,73.29,72.29,73.29,72.29,72.19,72.29,85.29,85.29,85.29,85.29,72.29,67.39
2004-03-20,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,72.19,72.19,71.29,71.29,71.29,71.29,71.29,72.29,86.41,72.29,72.29,71.29,71.29
2004-03-21,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,71.79,78.29,72.29,72.19,67.44,67.44
2004-03-22,71.29,67.39,68.29,67.39,67.39,71.29,71.29,72.19,72.29,72.29,74.29,74.29,74.29,73.78,72.29,72.29,72.29,72.29,74.29,78.29,78.29,78.29,74.29,74.29
2004-03-23,67.44,67.44,67.44,67.44,67.44,72.19,72.29,78.29,78.29,78.29,83.29,95.29,83.29,78.29,83.29,83.29,83.29,83.29,95.29,96.60,95.29,95.29,72.19,68.29
2004-03-24,67.44,67.39,67.39,67.39,67.44,67.44,68.29,68.29,71.29,71.29,71.29,78.29,71.29,68.29,68.29,68.29,71.29,71.29,83.29,125.80,96.29,78.29,68.29,67.44
2004-03-25,67.39,67.39,67.39,67.39,68.29,71.34,71.34,71.34,71.34,71.34,72.29,74.28,71.34,71.34,71.34,71.34,71.34,71.34,95.29,95.29,95.29,78.29,71.34,68.29
2004-03-26,71.34,67.59,67.59,67.59,71.34,71.34,72.29,72.29,72.29,72.29,72.29,78.29,72.29,72.29,71.34,71.34,71.34,71.34,78.29,95.29,73.58,71.34,71.34,67.59
2004-03-27,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.29,71.34,71.34,72.29,71.34,71.34,71.29,71.29
2004-03-28,68.34,68.34,68.34,67.39,67.39,67.39,67.39,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,78.29,73.58,68.34,68.34,68.34
2004-03-29,60.29,32.25,60.29,60.29,63.34,63.34,65.29,65.29,67.39,67.39,67.39,68.29,67.39,67.39,67.39,67.39,67.39,67.39,78.29,89.29,78.29,73.28,67.04,63.34
2004-03-30,66.34,63.29,63.29,63.29,66.34,66.34,67.39,67.39,67.39,67.39,68.29,70.29,68.29,67.39,68.29,67.39,68.29,68.29,72.29,125.79,72.29,70.29,67.39,66.34
2004-03-31,63.29,63.29,63.29,63.29,63.29,67.49,67.49,67.49,67.49,67.49,67.49,68.29,67.49,67.49,67.49,67.49,67.49,67.49,89.29,125.79,89.29,70.29,67.49,67.39
2004-04-01,66.86,62.86,62.86,62.86,62.86,67.86,87.86,87.86,89.16,89.16,89.86,89.16,89.16,89.16,89.16,89.16,89.16,89.16,89.86,96.18,89.86,89.86,74.85,66.96
2004-04-02,68.91,67.86,67.86,67.86,68.91,68.91,72.86,72.86,72.86,72.86,72.86,74.85,72.86,72.86,72.86,72.86,72.86,72.86,89.86,89.86,87.86,87.86,72.86,68.91
2004-04-03,72.86,72.86,72.86,72.86,72.86,72.86,73.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,89.86,73.86,73.86,87.86,89.86,90.86,90.86,89.86,73.86,72.86
2004-04-04,72.86,71.36,67.86,67.86,67.36,67.86,67.86,72.86,72.86,73.86,72.86,73.86,73.86,72.86,72.86,72.86,72.86,72.86,75.86,75.86,75.86,75.86,73.86,72.86
2004-04-05,67.06,67.06,67.06,67.06,67.06,67.06,72.86,72.86,82.86,87.86,89.86,89.86,89.86,87.86,87.86,73.86,74.85,73.86,89.86,90.36,89.86,89.86,72.86,67.06
2004-04-06,60.86,60.86,60.86,60.86,60.86,66.66,66.66,66.66,66.66,72.86,72.86,72.86,67.86,66.66,66.66,66.66,66.66,66.66,72.86,73.86,73.86,72.86,66.66,66.66
2004-04-07,59.96,59.96,59.96,59.96,59.96,59.96,59.96,60.36,60.36,62.86,62.86,70.86,62.86,60.36,60.36,60.36,60.36,60.36,70.86,72.86,70.86,67.86,59.96,59.96
2004-04-08,66.86,66.86,66.61,62.86,62.86,66.86,62.86,66.86,67.86,67.86,67.86,67.86,68.96,67.86,67.86,66.86,66.86,66.86,68.96,68.96,68.96,68.96,68.96,66.86
2004-04-09,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.96,61.96,61.96,61.96,61.96,61.90,61.90,61.90,61.90,61.90,62.86,72.86,67.86,62.86,61.96,61.90
2004-04-10,61.86,60.86,60.86,60.86,60.86,61.86,62.01,62.01,62.01,62.01,62.01,62.86,62.86,62.01,62.01,62.01,62.01,62.01,75.86,75.86,75.86,67.86,62.01,62.01
2004-04-11,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,63.06,67.86,75.86,67.86,66.86,63.06,63.06
2004-04-12,66.06,65.86,65.86,65.86,66.06,66.06,66.06,66.61,75.85,90.86,90.86,90.86,90.86,75.85,90.86,90.86,90.86,90.86,95.86,95.86,95.86,95.86,66.61,66.06
2004-04-13,65.86,65.86,65.86,65.86,65.86,75.36,75.36,75.36,75.36,75.36,90.86,90.86,75.36,75.36,75.36,75.36,75.36,75.36,125.24,125.80,90.86,75.36,75.36,65.86
2004-04-14,65.86,65.86,65.86,65.86,65.86,75.46,75.46,75.46,75.46,75.46,87.86,75.46,75.46,75.46,75.46,75.46,75.46,75.46,87.86,125.24,87.86,75.46,75.46,72.86
2004-04-15,65.86,65.86,65.86,65.86,65.86,71.86,71.86,71.86,79.36,79.36,87.86,87.86,79.36,79.36,75.15,79.36,79.36,79.36,87.86,93.86,87.86,79.36,71.86,66.86
2004-04-16,70.86,70.86,70.86,70.86,70.86,70.86,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,86.86,87.86,74.85,72.36,72.36,70.86
2004-04-17,59.86,59.86,59.86,59.86,59.86,69.86,69.86,69.86,69.86,70.86,70.86,70.86,70.86,70.86,69.86,69.86,69.86,69.86,72.41,86.86,74.85,70.86,69.86,69.86
2004-04-18,66.96,66.96,66.96,66.96,66.96,66.96,66.96,66.96,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,66.96,68.86,72.41,75.85,73.86,72.41,68.86,66.96
2004-04-19,57.86,33.66,33.66,66.86,67.86,67.86,69.96,67.86,69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.96,70.86,73.86,86.86,73.86,70.86,69.96,67.86
2004-04-20,67.86,67.86,67.86,67.86,67.86,70.86,70.86,70.86,70.86,70.86,71.01,71.01,70.86,70.86,71.01,71.01,71.01,71.01,71.01,125.80,71.01,71.01,70.86,69.86
2004-04-21,66.86,66.86,66.86,66.86,66.86,67.86,67.86,67.86,70.86,70.86,70.86,70.86,70.86,70.86,70.91,70.91,70.91,70.91,70.91,87.86,70.91,70.91,70.86,67.86
2004-04-22,65.86,65.86,65.86,65.86,65.86,67.86,67.86,67.86,70.86,70.86,70.86,75.85,70.86,70.86,70.86,70.86,70.86,70.86,87.36,87.86,87.36,67.86,67.86,66.86
2004-04-23,67.86,67.86,67.86,67.86,67.86,67.86,69.86,69.86,70.36,70.36,70.36,70.36,70.36,70.36,70.36,70.36,70.36,70.36,70.36,70.36,70.36,70.36,69.86,67.86
2004-04-24,66.96,66.96,66.96,66.96,66.96,66.96,66.96,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,67.86,70.16,70.86,70.16,67.86,67.86,66.96
2004-04-25,64.96,64.96,64.96,64.96,64.96,64.96,64.96,64.96,64.96,65.96,65.96,65.96,65.96,65.96,65.86,64.96,64.96,65.86,65.96,66.86,66.86,65.96,65.96,64.96
2004-04-26,56.86,47.89,56.86,55.86,64.96,64.96,65.86,65.86,65.86,65.86,65.86,65.91,65.86,65.86,65.86,65.86,65.86,65.86,65.91,65.91,65.91,65.91,64.96,64.96
2004-04-27,57.86,57.86,57.86,57.86,57.86,64.86,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,70.86,82.86,70.86,65.56,65.56,57.86
2004-04-28,63.86,63.86,63.86,63.86,63.86,64.86,67.86,67.06,67.06,67.86,67.86,69.86,67.86,67.86,67.86,67.86,67.86,67.86,69.86,70.86,69.86,69.86,64.86,63.86
2004-04-29,64.66,64.66,64.66,64.66,64.66,64.86,68.86,70.86,70.86,70.86,70.86,77.86,70.86,70.86,70.86,70.86,70.86,70.86,77.86,77.86,77.86,76.05,68.86,64.86
2004-04-30,64.86,64.86,64.86,64.86,64.86,66.56,66.56,66.56,69.86,69.86,70.86,70.86,70.86,66.56,70.86,69.86,66.56,66.56,70.86,81.86,69.86,67.06,66.56,66.56
2004-05-01,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,68.97,71.37,71.37,71.37,71.37,71.37,71.37,66.67,68.97,71.37,71.37,71.77,71.37,71.37,71.37,66.67
2004-05-02,66.67,66.27,66.27,66.27,66.27,66.27,66.27,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,76.47,76.47,76.47,73.77,66.67,66.67
2004-05-03,66.47,66.47,66.47,66.47,66.47,66.47,66.67,66.67,66.67,66.67,66.67,68.97,66.67,66.67,66.67,66.67,66.67,66.67,85.77,89.80,85.77,73.77,66.67,66.47
2004-05-04,66.67,66.67,66.67,66.67,66.67,68.27,68.27,68.27,68.97,73.77,73.77,74.77,73.77,68.97,68.27,68.27,68.27,68.27,85.77,89.80,84.77,73.77,68.27,66.67
2004-05-05,66.67,66.67,66.67,66.67,66.67,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,84.77,85.77,75.76,73.77,68.37,66.67
2004-05-06,66.77,66.77,66.77,66.77,66.77,69.77,69.77,69.77,69.77,69.77,73.77,73.77,69.77,69.77,69.77,69.77,69.77,69.77,84.77,118.87,84.77,73.77,69.77,69.77
2004-05-07,69.77,69.77,69.77,69.77,69.77,74.77,76.27,76.27,76.27,76.27,76.27,76.27,76.27,76.27,76.27,76.27,76.27,76.27,76.27,84.77,76.27,76.27,75.27,69.77
2004-05-08,69.77,69.77,69.77,69.77,69.77,69.77,69.77,74.77,75.87,75.87,75.87,75.87,75.87,75.87,75.76,75.27,74.77,75.87,79.77,84.77,79.77,75.87,75.87,74.77
2004-05-09,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,74.77,79.77,75.77,74.77,69.87,69.87
2004-05-10,69.77,67.77,67.77,69.77,69.77,69.87,69.87,69.87,69.87,69.87,75.76,81.77,75.76,70.77,75.76,75.77,81.77,81.77,91.27,126.89,90.77,89.77,69.87,69.77
2004-05-11,69.77,69.77,69.77,69.77,69.77,69.87,69.87,69.87,69.87,69.87,79.77,79.77,69.87,75.76,79.77,69.87,70.77,69.87,90.77,151.05,90.77,69.87,69.87,69.77
2004-05-12,69.77,69.77,69.77,69.77,69.77,69.77,74.77,74.77,75.76,79.77,81.77,90.77,79.77,79.77,79.77,79.77,79.77,79.77,91.27,118.87,90.77,74.77,69.77,69.77
2004-05-13,70.77,69.77,69.77,69.77,74.77,75.82,75.82,75.82,75.82,75.82,75.82,81.77,75.82,75.82,75.82,75.82,75.82,75.82,94.77,139.77,90.90,81.77,75.82,75.82
