Fecha,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23
2009-01-01,163.07,163.07,163.07,161.71,161.71,161.71,159.37,159.37,159.37,159.37,161.71,161.71,161.71,161.71,161.71,161.71,161.71,161.71,163.07,165.37,164.37,163.07,163.07,161.71
2009-01-02,99.37,69.37,69.37,69.37,69.37,90.89,99.37,144.36,157.37,158.37,158.37,158.37,158.37,158.37,158.37,158.37,158.37,158.37,161.87,163.27,161.87,161.71,158.37,157.37
2009-01-03,133.70,104.37,92.37,92.37,92.37,92.37,92.37,112.37,144.37,144.37,144.37,144.37,144.37,144.37,144.37,144.37,144.37,144.37,154.37,158.37,158.37,154.36,144.37,144.37
2009-01-04,144.87,144.87,144.37,144.37,144.37,144.37,144.37,144.37,144.87,144.87,144.87,144.87,144.87,144.87,144.87,144.87,144.87,144.87,145.37,145.37,145.37,145.37,144.87,144.87
2009-01-05,92.37,91.37,90.89,90.89,91.37,92.37,133.70,141.37,144.37,144.37,144.37,144.37,144.37,144.37,144.37,144.37,144.37,144.37,144.87,144.87,144.87,144.37,144.37,141.37
2009-01-06,132.37,132.37,132.37,132.37,132.37,132.37,132.37,133.25,142.37,144.47,144.47,144.47,144.47,144.47,144.47,144.47,144.47,144.47,144.47,144.47,144.47,144.47,141.87,132.37
2009-01-07,129.37,129.37,129.37,129.27,129.37,133.27,133.27,133.27,133.37,133.37,142.37,142.37,142.37,142.37,142.37,142.37,133.37,133.37,144.37,144.37,144.35,133.37,133.27,133.27
2009-01-08,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.32,133.32,133.32,133.32,133.57,133.32,133.32,133.32,133.32,133.32,133.32,134.37,134.37,133.57,133.32,133.32,133.27
2009-01-09,132.27,132.27,132.27,129.37,132.27,132.27,132.27,132.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.37,133.37,133.27,133.27,133.27,132.27
2009-01-10,132.37,132.37,128.87,128.87,132.37,132.37,132.37,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.32,133.32,133.32,133.27,133.27,133.27
2009-01-11,132.47,132.47,132.37,132.37,132.37,132.37,128.47,128.47,132.37,132.37,132.37,132.47,132.47,132.87,132.87,132.47,132.47,132.87,133.27,139.37,133.27,133.27,133.27,132.87
2009-01-12,132.57,132.57,132.57,132.57,132.57,132.57,132.57,132.57,132.57,132.57,132.57,133.27,133.27,133.27,132.57,132.57,132.57,132.57,133.27,139.37,133.27,133.27,132.57,132.57
2009-01-13,131.87,91.37,91.37,91.37,131.87,132.37,132.37,133.27,133.27,134.47,134.47,134.47,134.47,134.47,134.47,134.47,134.47,134.47,134.47,149.35,134.47,134.47,133.27,133.27
2009-01-14,104.37,104.37,104.37,104.37,104.37,131.87,132.37,133.27,133.27,133.27,133.27,151.35,133.27,133.27,133.27,133.27,133.27,133.27,178.37,204.03,173.29,133.27,132.37,131.87
2009-01-15,133.27,131.87,131.87,131.87,131.87,133.27,133.27,133.27,154.37,154.37,154.37,154.37,154.37,154.37,154.37,154.37,154.37,154.37,199.37,204.03,154.37,154.37,133.27,133.27
2009-01-16,131.87,131.87,133.27,133.27,133.27,133.27,133.27,133.37,144.37,150.36,154.37,154.37,154.37,150.49,150.49,150.49,150.49,150.36,154.37,176.08,154.37,150.36,133.37,133.27
2009-01-17,133.22,133.22,133.22,129.37,133.22,133.22,133.22,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,134.37,150.49,133.37,133.27,133.27,133.22
2009-01-18,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.36,133.36,133.36,133.36,133.36,133.36,133.27,133.36,133.37,139.37,133.37,133.37,133.36,133.27
2009-01-19,130.37,130.37,124.37,124.37,128.69,130.37,130.37,133.27,133.27,133.27,133.27,133.37,133.37,133.37,133.37,133.37,133.37,133.37,142.37,142.37,142.37,133.27,133.27,130.37
2009-01-20,84.37,84.37,83.37,83.37,84.37,114.37,130.37,130.37,130.37,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.37,133.27,133.27,130.37,114.37
2009-01-21,84.37,42.64,42.64,42.64,42.64,124.37,129.37,129.37,133.27,133.27,133.27,137.37,137.37,133.27,133.27,133.27,133.27,133.27,139.37,139.37,137.37,133.27,129.37,124.37
2009-01-22,89.37,89.37,89.37,89.37,89.37,124.37,124.37,128.37,129.37,129.37,132.35,133.27,129.37,129.37,132.35,132.35,132.35,129.37,133.27,133.27,133.27,132.35,128.37,89.37
2009-01-23,126.37,124.37,124.37,124.37,124.37,126.37,126.37,128.37,132.35,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,132.35,133.27,133.27,133.27,132.35,126.37,126.37
