Ano,Mes,Ano_Mes,Fecha,Precios_Mensuales,Aportes_Energia_GWh,Volumen_Util_Diario_Energia_GWh,Demanda_Energia_SIN_GWh,ONI,CEN_Total,CEN_Hidro,CEN_Termica,Dem_CEN,Termica_Hidraulica
2020,3,2020-03,2020-03-01,956.263,1271.33,7540.377,5587.748,0,12.58267,8.26467,4.304,0.5969,0.5208
2020,4,2020-04,2020-04-01,197.009,7126.157,8651.436,5593.104,0,12.73367,8.26467,4.455,0.6101,0.539
2020,5,2020-05,2020-05-01,288.889,5806.623,7601.994,4803.685,0.5,12.73667,8.27467,4.4479999999999995,0.5069,0.5375
2020,6,2020-06,2020-06-01,218.708,2046.03,6017.45,3846.777,-0.2,13.03767,8.52467,4.499,0.4098,0.5278
2020,7,2020-07,2020-07-01,210.76,6209.519,11772.001,5808.628,0.3,13.03767,8.52467,4.499,0.5988,0.5278
2020,8,2020-08,2020-08-01,921.055,4826.538,5958.759,4445.361,0.3,13.03267,8.52467,4.494,0.4585,0.5272
2020,9,2020-09,2020-09-01,687.047,1735.195,9612.809,4262.197,0.4,13.39567,8.91767,4.4639999999999995,0.4419,0.5006
2020,10,2020-10,2020-10-01,847.176,5473.753,6504.219,3327.561,0.1,13.14567,8.66767,4.4639999999999995,0.3402,0.515
2020,11,2020-11,2020-11-01,602.271,8858.045,7776.368,3767.597,-0.1,13.15767,8.67967,4.4639999999999995,0.3977,0.5143
2020,12,2020-12,2020-12-01,739.422,9342.321,7909.245,4500.539,0.5,13.15767,8.67967,4.4639999999999995,0.4597,0.5143
2021,1,2021-01,2021-01-01,226.543,6203.327,7762.58,4219.826,0.4,13.15767,8.67967,4.4639999999999995,0.4311,0.5143
2021,2,2021-02,2021-02-01,263.321,5854.72,13385.456,4991.426,0,13.15867,8.68067,4.4639999999999995,0.5645,0.5142
2021,3,2021-03,2021-03-01,462.017,3182.456,10506.764,3752.836,0.3,13.15867,8.68067,4.4639999999999995,0.3833,0.5142
2021,4,2021-04,2021-04-01,345.942,9248.431,8874.599,5256.644,-0.1,13.15867,8.68067,4.4639999999999995,0.5548,0.5142
2021,5,2021-05,2021-05-01,301.026,4160.333,13409.733,4348.962,-0.2,13.16023,8.68223,4.4639999999999995,0.4442,0.5142
